FREQ,Frequency,BORROWERS_CTY,Borrowers' country,TC_BORROWERS,Borrowing sector,TC_LENDERS,Lending sector,VALUATION,Valuation method,UNIT_TYPE,Unit type,TC_ADJUST,Adjustment,UNIT_MULT,Unit Multiplier,UNIT_MEASURE,Unit of measure,TITLE_TS,Series,2017-Q1,2017-Q2,2017-Q3,2017-Q4,2018-Q1,2018-Q2,2018-Q3,2018-Q4,2019-Q1,2019-Q2,2019-Q3,2019-Q4,2020-Q1,2020-Q2,2020-Q3,2020-Q4,2021-Q1,2021-Q2,2021-Q3,2021-Q4,2022-Q1,2022-Q2
Q,Quarterly,CL,Chile,H,Households & NPISHs,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Chile - Credit to Households and NPISHs from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:CL:H:A:M:770:A,43,43.3,43.4,43.8,43.9,44.3,44.9,45.9,46.3,47,47.6,48.1,48.4,48.9,49,48.6,48.3,46.6,45,44.8,44.4,44.8
Q,Quarterly,CL,Chile,N,Non-financial corporations,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Chile - Credit to Non-financial corporations from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:CL:N:A:M:770:A,99.4,98.8,96.2,93.5,92.4,93.4,94.8,97.3,96.8,99.4,103.9,105.6,112.4,120.2,119.6,110.4,108.6,102.1,102.5,102,96.7,103.3
Q,Quarterly,CL,Chile,P,Private non-financial sector,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Chile - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:CL:P:A:M:770:A,142.4,142.1,139.6,137.4,136.4,137.6,139.7,143.2,143.1,146.4,151.5,153.7,160.7,169.1,168.6,159,156.9,148.7,147.5,146.7,141.1,148.2
Q,Quarterly,CN,China,C,Non financial sector,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,China - Credit to Non financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:CN:C:A:M:770:A,255.7,256,256.6,256.2,257.5,256.5,255.5,254.4,259.7,260.5,262.1,263.1,279,287.1,291.2,291.7,290.1,288.2,287.6,286.1,291,295.3
Q,Quarterly,CN,China,G,General government,A,All sectors,N,Nominal value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,China - Credit to General government from All sectors at Nominal value - Percentage of GDP - Adjusted for breaks,Q:CN:G:A:N:770:A,49.2,50.1,50.9,51.6,52.2,52.7,53.2,53.7,54.7,55.6,56.6,57.6,61.7,64.5,66.9,69.1,68.9,69.5,70.6,71.6,72.9,75
Q,Quarterly,CN,China,H,Households & NPISHs,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,China - Credit to Households and NPISHs from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:CN:H:A:M:770:A,45.4,46.6,47.7,48.1,48.9,49.8,50.9,51.5,52.5,53.5,54.6,55.5,57.4,59.3,61.1,61.8,61.5,61.4,61.6,61.6,61.4,61.6
Q,Quarterly,CN,China,N,Non-financial corporations,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,China - Credit to Non-financial corporations from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:CN:N:A:M:770:A,161.1,159.3,158,156.4,156.4,154,151.4,149.1,152.4,151.4,150.9,150.1,159.8,163.2,163.2,160.8,159.7,157.3,155.5,152.8,156.7,158.7
Q,Quarterly,CN,China,P,Private non-financial sector,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,China - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:CN:P:A:M:770:A,206.5,205.9,205.8,204.5,205.3,203.8,202.3,200.6,204.9,204.9,205.5,205.5,217.3,222.6,224.3,222.6,221.2,218.7,217.1,214.4,218.1,220.3
Q,Quarterly,CO,Colombia,C,Non financial sector,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Colombia - Credit to Non financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:CO:C:A:M:770:A,112,112.5,112.5,112.3,111.1,111.7,111.2,112.2,113,113.9,115,113.1,121,128.9,134.6,137.7,140.4,137.4,134.9,133.5,129.1,124.1
Q,Quarterly,CO,Colombia,G,General government,A,All sectors,N,Nominal value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Colombia - Credit to General government from All sectors at Nominal value - Percentage of GDP - Adjusted for breaks,Q:CO:G:A:N:770:A,48.6,49.1,49.8,50,49.1,49.9,49.9,50.2,51.8,52.6,53.6,52.5,57.8,61.5,65.8,67.8,70.4,69.8,68.9,68.5,65,60.9
Q,Quarterly,CO,Colombia,H,Households & NPISHs,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Colombia - Credit to Households and NPISHs from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:CO:H:A:M:770:A,26.311,26.758,26.769,26.959,27.006,27.172,27.104,27.655,27.832,28.38,28.979,29.082,30.053,31.758,32.134,32.371,32.491,31.497,30.827,30.464,30.017,29.581
Q,Quarterly,CO,Colombia,N,Non-financial corporations,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Colombia - Credit to Non-financial corporations from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:CO:N:A:M:770:A,37.08,36.727,35.918,35.335,34.936,34.664,34.151,34.319,33.403,32.899,32.476,31.561,33.151,35.604,36.655,37.538,37.51,36.166,35.2,34.587,34.079,33.584
Q,Quarterly,CO,Colombia,P,Private non-financial sector,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Colombia - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:CO:P:A:M:770:A,63.4,63.5,62.7,62.3,61.9,61.8,61.3,62,61.2,61.3,61.5,60.6,63.2,67.4,68.8,69.9,70,67.7,66,65.1,64.1,63.2
Q,Quarterly,CZ,Czechia,C,Non financial sector,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Czechia - Credit to Non financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:CZ:C:A:M:770:A,132.2,130.9,125.8,124.9,125.9,126.1,125.3,124.9,124.9,123.1,121.2,117.6,120.2,129.9,129.3,128.1,133.3,129.7,125.9,126.7,125.4,122.8
Q,Quarterly,CZ,Czechia,G,General government,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Czechia - Credit to General government from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:CZ:G:A:M:770:A,43.7,42.6,37.7,36.6,37.4,36.2,34.5,33.4,34.9,34.3,33.4,31.6,34.5,42.6,40.9,39.7,44.6,43.3,40.4,40.3,39.6,38.5
Q,Quarterly,CZ,Czechia,G,General government,A,All sectors,N,Nominal value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Czechia - Credit to General government from All sectors at Nominal value - Percentage of GDP - Adjusted for breaks,Q:CZ:G:A:N:770:A,39.7,39,34.7,34.2,35.2,34.7,33.3,32,33.3,32.4,31.3,30,32.4,39.6,38,37.6,43.9,42.6,40.4,42,42.8,43.5
Q,Quarterly,CZ,Czechia,H,Households & NPISHs,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Czechia - Credit to Households and NPISHs from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:CZ:H:A:M:770:A,31.1,31.3,31.2,31.2,31.1,31.3,31.5,31.6,31.4,31.5,31.4,31.4,31.5,32.5,33.1,33.7,34.1,33.8,34.2,34.6,34.4,33.7
Q,Quarterly,CZ,Czechia,N,Non-financial corporations,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Czechia - Credit to Non-financial corporations from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:CZ:N:A:M:770:A,57.4,57,56.9,57.2,57.4,58.6,59.4,59.9,58.6,57.4,56.4,54.6,54.2,54.9,55.3,54.7,54.6,52.5,51.2,51.8,51.4,50.6
Q,Quarterly,CZ,Czechia,P,Private non-financial sector,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Czechia - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:CZ:P:A:M:770:A,88.5,88.2,88.1,88.4,88.5,89.9,90.8,91.5,90,88.8,87.8,86,85.7,87.3,88.4,88.4,88.6,86.4,85.4,86.4,85.8,84.3
Q,Quarterly,DE,Germany,C,Non financial sector,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Germany - Credit to Non financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:DE:C:A:M:770:A,191.9,190.1,188.7,187.3,186.8,186.3,187.1,186.4,188.1,188.8,189.6,186.8,189.7,201,205.3,206.4,208,204.7,204.3,204.4,199.3,195.1
Q,Quarterly,DE,Germany,G,General government,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Germany - Credit to General government from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:DE:G:A:M:770:A,73.2,71.9,70.7,69.1,67.7,66.3,66,65.9,66.7,66.3,67,64.3,65.9,72.7,75.5,75.2,75,74.4,74.3,74.2,70.3,66.8
Q,Quarterly,DE,Germany,G,General government,A,All sectors,N,Nominal value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Germany - Credit to General government from All sectors at Nominal value - Percentage of GDP - Adjusted for breaks,Q:DE:G:A:N:770:A,67.7,66.9,65.9,64.6,63.3,62.3,62,61.2,61,60.3,60.3,58.8,59.9,66,68.5,68.1,69.1,68.8,68.7,68.8,67.6,67.4
Q,Quarterly,DE,Germany,H,Households & NPISHs,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Germany - Credit to Households and NPISHs from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:DE:H:A:M:770:A,53.2,53.2,53.2,52.9,52,52.1,52.4,52.6,52.7,53.1,53.3,53.3,53.6,55.1,56.2,57.1,57.7,57.1,57,56.8,56.2,55.9
Q,Quarterly,DE,Germany,N,Non-financial corporations,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Germany - Credit to Non-financial corporations from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:DE:N:A:M:770:A,65.5,65,64.8,65.3,67,68,68.7,67.9,68.8,69.4,69.2,69.1,70.1,73.2,73.6,74.1,75.3,73.2,73,73.4,72.8,72.3
Q,Quarterly,DE,Germany,P,Private non-financial sector,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Germany - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:DE:P:A:M:770:A,118.7,118.2,118,118.2,119.1,120.1,121.2,120.5,121.4,122.5,122.6,122.5,123.7,128.3,129.8,131.2,132.9,130.3,130.1,130.2,129,128.3
Q,Quarterly,DK,Denmark,C,Non financial sector,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Denmark - Credit to Non financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:DK:C:A:M:770:A,282.7,279.4,278.4,276.2,275.7,276.9,276.2,274.9,279.2,284,287.9,287.7,285.2,297.7,292.1,293.9,293,288.9,288.3,281.7,269.7,258.7
Q,Quarterly,DK,Denmark,G,General government,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Denmark - Credit to General government from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:DK:G:A:M:770:A,42.8,42.5,42.7,41.7,41.2,41.2,40.9,39.8,40.1,42.2,42.6,40.4,39.8,48.2,49.1,48.8,46,44.9,44.2,41.3,35.7,32.2
Q,Quarterly,DK,Denmark,G,General government,A,All sectors,N,Nominal value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Denmark - Credit to General government from All sectors at Nominal value - Percentage of GDP - Adjusted for breaks,Q:DK:G:A:N:770:A,36.2,36.2,36.1,35.9,35.5,35,34.9,34,33.5,34.8,34.4,33.7,33.3,41.3,42,42.2,40.6,39.9,39.4,36.6,33,31.7
Q,Quarterly,DK,Denmark,H,Households & NPISHs,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Denmark - Credit to Households and NPISHs from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:DK:H:A:M:770:A,116,114.9,114.6,113.8,113.6,113.7,112.8,111.9,111.9,111.6,112,110.6,108.9,110.8,111.5,111.9,111.1,108.2,105.9,104.3,98.7,92.3
Q,Quarterly,DK,Denmark,N,Non-financial corporations,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Denmark - Credit to Non-financial corporations from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:DK:N:A:M:770:A,123.9,122.1,121.1,120.6,120.9,122,122.5,123.2,127.2,130.2,133.3,136.8,136.5,138.8,131.4,133.1,135.8,135.8,138.1,136.1,135.3,134.3
Q,Quarterly,DK,Denmark,P,Private non-financial sector,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Denmark - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:DK:P:A:M:770:A,239.9,237,235.7,234.5,234.5,235.7,235.3,235.2,239.1,241.8,245.3,247.3,245.4,249.5,243,245,246.9,244,244.1,240.4,234,226.6
Q,Quarterly,ES,Spain,C,Non financial sector,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Spain - Credit to Non financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:ES:C:A:M:770:A,283.2,281.6,277,273.1,273.6,271.8,269.3,265.1,268.2,270.5,270,263.9,266.7,293.6,302.7,311.6,315.9,309,304.1,295.1,284.4,272.9
Q,Quarterly,ES,Spain,G,General government,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Spain - Credit to General government from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:ES:G:A:M:770:A,115,115.2,113.8,113.3,115.6,113.4,112.6,111.1,114,117.5,117.8,113.8,115.9,130.4,136,140.5,143.2,139,137.7,132.7,125.9,117.6
Q,Quarterly,ES,Spain,G,General government,A,All sectors,N,Nominal value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Spain - Credit to General government from All sectors at Nominal value - Percentage of GDP - Adjusted for breaks,Q:ES:G:A:N:770:A,103.6,103.2,102.4,101.8,102.3,101.7,101.8,100.4,101.2,101.2,100.2,98.2,102,113.4,117.3,120.4,125.5,123.1,121.8,118.3,117.6,116.4
Q,Quarterly,ES,Spain,H,Households & NPISHs,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Spain - Credit to Households and NPISHs from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:ES:H:A:M:770:A,63.5,63.4,61.9,61.1,60.5,60.7,59.6,58.9,58.2,58.5,57.3,56.8,57.1,60.7,61.2,62.7,62.9,61.5,59.8,58.4,57,56.6
Q,Quarterly,ES,Spain,N,Non-financial corporations,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Spain - Credit to Non-financial corporations from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:ES:N:A:M:770:A,104.7,103.1,101.3,98.7,97.6,97.7,97.1,95.1,95.9,94.5,94.9,93.2,93.7,102.5,105.4,108.4,109.9,108.4,106.6,104,101.5,98.7
Q,Quarterly,ES,Spain,P,Private non-financial sector,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Spain - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:ES:P:A:M:770:A,168.2,166.4,163.2,159.8,158.1,158.4,156.7,154,154.2,153,152.2,150,150.7,163.3,166.7,171.1,172.7,169.9,166.4,162.4,158.5,155.3
Q,Quarterly,FI,Finland,C,Non financial sector,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Finland - Credit to Non financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:FI:C:A:M:770:A,254.5,254.4,254.5,256.6,255.1,256.2,255.1,254.2,256.4,256.9,255.8,252.8,258.5,267.7,267,271.3,272.7,269.3,267.2,263.9,256.2,249
Q,Quarterly,FI,Finland,G,General government,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Finland - Credit to General government from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:FI:G:A:M:770:A,73.3,71.3,69.1,69.8,68.5,68.6,67.4,68.4,69.7,71.5,70.6,69.1,74.1,79.1,77.3,80.2,79.7,78.1,77.2,75.7,72.7,68.9
Q,Quarterly,FI,Finland,G,General government,A,All sectors,N,Nominal value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Finland - Credit to General government from All sectors at Nominal value - Percentage of GDP - Adjusted for breaks,Q:FI:G:A:N:770:A,68,67.1,65.4,66,64.8,64.7,64.2,64.9,64.7,66.7,65.3,64.9,69.6,74,72.2,74.8,75.5,74.4,73.7,72.4,72,71.6
Q,Quarterly,FI,Finland,H,Households & NPISHs,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Finland - Credit to Households and NPISHs from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:FI:H:A:M:770:A,64.2,64.3,64.7,64.4,64.4,64.8,65.2,65.2,65.4,65.7,66,65.8,66.2,67.5,68.5,69.1,69.2,68.7,68.3,67.8,66.8,66.1
Q,Quarterly,FI,Finland,N,Non-financial corporations,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Finland - Credit to Non-financial corporations from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:FI:N:A:M:770:A,117,118.8,120.8,122.4,122.2,122.9,122.4,120.6,121.4,119.6,119.3,117.9,118.2,121.1,121.2,122.1,123.7,122.5,121.7,120.4,116.7,114
Q,Quarterly,FI,Finland,P,Private non-financial sector,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Finland - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:FI:P:A:M:770:A,181.3,183.1,185.5,186.8,186.6,187.6,187.6,185.8,186.8,185.4,185.3,183.7,184.4,188.6,189.7,191.1,192.9,191.2,190,188.2,183.5,180.1
Q,Quarterly,FR,France,C,Non financial sector,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,France - Credit to Non financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:FR:C:A:M:770:A,313.3,313.8,312.8,311.3,313.6,315.2,315.9,315.6,321.1,324.6,328.7,325.7,333.1,363.7,372,377.8,377.3,365.4,365.9,361.4,355.7,344.9
Q,Quarterly,FR,France,G,General government,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,France - Credit to General government from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:FR:G:A:M:770:A,112.8,113.1,112.4,110.5,111.3,111.2,110.4,109.1,112.3,113.3,115,111.4,114.5,129,132.6,133.1,133.3,127.9,129.2,126,122.8,113.7
Q,Quarterly,FR,France,G,General government,A,All sectors,N,Nominal value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,France - Credit to General government from All sectors at Nominal value - Percentage of GDP - Adjusted for breaks,Q:FR:G:A:N:770:A,100.5,100.8,99.7,98,98.5,98.4,98.6,97.7,98.6,98.4,99.3,97.3,100.6,112.8,115,115,117.8,114.4,115.6,112.9,114.6,113.3
Q,Quarterly,FR,France,H,Households & NPISHs,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,France - Credit to Households and NPISHs from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:FR:H:A:M:770:A,57.5,57.9,58,58.4,59,59.4,59.8,60.4,60.1,60.8,61.5,62.1,62.9,65.7,67.1,68.6,68.4,67.1,67.1,66.8,66.4,66.5
Q,Quarterly,FR,France,N,Non-financial corporations,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,France - Credit to Non-financial corporations from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:FR:N:A:M:770:A,143,142.8,142.4,142.4,143.2,144.6,145.8,146.1,148.8,150.5,152.2,152.2,155.6,169,172.3,176.2,175.6,170.4,169.6,168.6,166.5,164.7
Q,Quarterly,FR,France,P,Private non-financial sector,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,France - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:FR:P:A:M:770:A,200.5,200.7,200.4,200.8,202.3,204,205.6,206.5,208.8,211.3,213.7,214.3,218.5,234.7,239.4,244.8,244,237.5,236.7,235.4,232.9,231.2
Q,Quarterly,G2,G20 economies,C,Non financial sector,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,G20 (aggregate) - Credit to Non financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:G2:C:A:M:770:A,241.4,246.1,248.3,248.4,249,237.4,234,236.5,241.9,245.5,243.5,247.4,249.8,270.8,281.9,292.3,282.7,275.6,267.9,265.2,261.4,249.6
Q,Quarterly,G2,G20 economies,G,General government,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,G20 (aggregate) - Credit to General government from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:G2:G:A:M:770:A,87.9,89.4,90,89.5,90.1,85.4,83.9,85.7,87.7,89.6,90,90.7,92.6,103.7,108.6,113.1,107.7,105.3,101.9,101,97.8,91
Q,Quarterly,G2,G20 economies,G,General government,A,All sectors,N,Nominal value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,G20 (aggregate) - Credit to General government from All sectors at Nominal value - Percentage of GDP - Adjusted for breaks,Q:G2:G:A:N:770:A,83.1,84.4,85.2,84.7,85.6,81.6,80.9,82,83.1,84,83.5,85.2,85.4,95.8,100.4,104.8,101.9,99.5,96.5,95.9,95.6,91.8
Q,Quarterly,G2,G20 economies,H,Households & NPISHs,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,G20 (aggregate) - Credit to Households and NPISHs from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:G2:H:A:M:770:A,59.7,61.2,61.8,62,61.7,59.2,59,59.5,60.2,61.1,60.3,61.8,60.8,63.9,66.7,69.5,67.9,66.4,64.9,64.4,63.7,61.7
Q,Quarterly,G2,G20 economies,N,Non-financial corporations,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,G20 (aggregate) - Credit to Non-financial corporations from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:G2:N:A:M:770:A,93.7,95.6,96.5,96.8,97.2,92.7,91.1,91.2,93.9,94.8,93.2,94.9,96.4,103.2,106.5,109.7,107.1,103.9,101.1,99.8,99.9,96.9
Q,Quarterly,G2,G20 economies,P,Private non-financial sector,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,G20 (aggregate) - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:G2:P:A:M:770:A,153.5,156.7,158.3,158.8,158.9,152,150.1,150.8,154.2,155.9,153.5,156.7,157.2,167.1,173.2,179.3,175.1,170.3,166,164.2,163.6,158.6
Q,Quarterly,GB,United Kingdom,C,Non financial sector,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,United Kingdom - Credit to Non financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:GB:C:A:M:770:A,274.3,270.4,269.5,273.2,268.5,267.7,263.9,264.7,263.4,266.3,272.6,266,271.9,299.4,305.3,314.6,305,299.6,294.6,291.3,274.7,257.4
Q,Quarterly,GB,United Kingdom,G,General government,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,United Kingdom - Credit to General government from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:GB:G:A:M:770:A,112.3,109.7,108,110.9,108.6,108.5,106.2,107.7,109.2,110.6,115.6,110.7,113.7,132.3,135.3,141.1,134.2,134,131.6,133.6,120.5,107.2
Q,Quarterly,GB,United Kingdom,G,General government,A,All sectors,N,Nominal value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,United Kingdom - Credit to General government from All sectors at Nominal value - Percentage of GDP - Adjusted for breaks,Q:GB:G:A:N:770:A,86,85.8,85.4,86.6,84.9,85.8,85.7,86.1,84.6,85.2,84.3,85.5,84.5,96.6,101.1,105.6,107.4,106.4,105.9,105.5,101.6,101.3
Q,Quarterly,GB,United Kingdom,H,Households & NPISHs,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,United Kingdom - Credit to Households and NPISHs from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:GB:H:A:M:770:A,86.6,86,86.1,85.8,85.4,85.3,85.5,85.4,83.9,84.2,84.1,84,83.9,86.9,89,91,92.4,90,88.8,86.6,84.8,83.9
Q,Quarterly,GB,United Kingdom,N,Non-financial corporations,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,United Kingdom - Credit to Non-financial corporations from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:GB:N:A:M:770:A,75.5,74.7,75.4,76.5,74.6,73.9,72.3,71.6,70.3,71.5,72.9,71.3,74.3,80.2,81,82.5,78.4,75.7,74.1,71.1,69.4,66.3
Q,Quarterly,GB,United Kingdom,P,Private non-financial sector,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,United Kingdom - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:GB:P:A:M:770:A,162,160.7,161.5,162.3,160,159.2,157.7,157,154.2,155.7,157,155.3,158.2,167.1,170,173.5,170.8,165.7,162.9,157.7,154.2,150.2
Q,Quarterly,GR,Greece,C,Non financial sector,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Greece - Credit to Non financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:GR:C:A:M:770:A,299.9,297.6,297.3,302.4,302.2,302.1,308.6,308.7,304.8,302.3,301.8,300.9,301.8,317.2,334,345.5,350.8,350.1,341.3,326.5,312.3,300.2
